protein_id,experiment_name,time_stamp,seed,ligand_chains,protein_ligand_clash_cutoff,protein_protein_clash_cutoff,protein_protein_contacts_cutoff,rmsd_after_kabsch,protein_ligand_clashes,protein_protein_clashes,clashing_residues,protein_protein_contacts,status,rejection_reason,skip_reason
thm001391,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001399,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001402,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001412,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001436,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001448,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001454,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001475,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001588,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001589,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001607,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001645,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001663,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001676,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001694,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001699,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001704,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001716,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001736,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001742,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001744,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001796,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001814,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001827,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001828,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001846,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001847,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001853,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001861,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001880,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001898,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001930,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001933,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001940,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001950,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001963,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001964,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001966,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001969,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001972,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001975,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001978,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001979,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001984,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001987,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001994,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm002000,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
ths000001,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000006,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000020,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000030,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000053,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000059,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000071,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000075,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000093,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000096,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000109,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000111,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000123,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000137,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000163,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000178,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000187,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000198,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000199,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000221,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000231,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000250,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000272,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000284,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000296,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000315,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000341,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000346,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000347,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000362,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000363,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000386,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000395,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000411,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000420,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000426,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000441,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000448,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000454,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000473,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000488,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000491,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000499,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000507,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000510,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000525,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000538,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000571,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000576,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000585,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000587,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000598,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000603,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
ths000621,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thsmall': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thsmall.json
