protein_id,experiment,group,sequence_id,monomer_rmsd,monomer_matched_pairs,monomer_total_aligned_pairs,monomer_matched_fraction,monomer_ranking_score,monomer_pass,dimer_rmsd,dimer_matched_pairs,dimer_total_aligned_pairs,dimer_matched_fraction,dimer_ranking_score,dimer_pass,passed,destination
ths000221,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00022101,0.9478,38,76,0.5000,0.6932,False,26.2383,152,152,1.0000,0.6112,False,False,rejected
ths000221,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00022102,0.8542,33,76,0.4342,0.7298,False,25.4631,152,152,1.0000,0.7888,False,False,rejected
ths000221,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00022106,0.8096,42,76,0.5526,0.7447,False,14.5133,152,152,1.0000,0.3401,False,False,rejected
ths000250,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00025008,0.8289,70,84,0.8333,0.7314,True,16.2400,168,168,1.0000,0.6019,False,False,rejected
ths000250,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00025014,0.7915,80,84,0.9524,0.7155,True,16.2343,168,168,1.0000,0.1641,False,False,rejected
ths000250,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00025015,0.9137,76,84,0.9048,0.8012,True,16.5559,168,168,1.0000,0.2681,False,False,rejected
ths000284,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00028401,0.5335,34,78,0.4359,0.5285,False,23.2967,156,156,1.0000,0.6716,False,False,rejected
ths000284,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00028404,0.8322,74,78,0.9487,0.7237,True,19.0408,156,156,1.0000,0.3254,False,False,rejected
ths000284,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00028413,0.7849,35,78,0.4487,0.5172,False,22.3058,156,156,1.0000,0.5849,False,False,rejected
ths000296,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00029601,11.8992,75,75,1.0000,0.5505,False,17.6513,150,150,1.0000,0.4929,False,False,rejected
ths000296,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00029602,13.2698,75,75,1.0000,0.6927,False,21.7152,150,150,1.0000,0.4027,False,False,rejected
ths000296,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00029612,0.3145,7,75,0.0933,0.7163,False,17.3610,150,150,1.0000,0.3316,False,False,rejected
ths000315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00031500,1.1471,64,80,0.8000,0.7046,False,19.8826,160,160,1.0000,0.3676,False,False,rejected
ths000315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00031504,1.1860,71,80,0.8875,0.7246,True,16.2412,160,160,1.0000,0.2803,False,False,rejected
ths000315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00031515,0.9348,75,80,0.9375,0.7041,True,19.2541,160,160,1.0000,0.2544,False,False,rejected
ths000346,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00034603,0.5960,74,74,1.0000,0.8123,True,15.4735,148,148,1.0000,0.3680,False,False,rejected
ths000346,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00034608,0.7161,37,74,0.5000,0.6946,False,15.5955,148,148,1.0000,0.3909,False,False,rejected
ths000346,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00034612,0.6624,73,74,0.9865,0.6867,True,21.9800,148,148,1.0000,0.7641,False,False,rejected
ths000363,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00036303,1.3814,48,77,0.6234,0.3988,False,23.4787,154,154,1.0000,0.3487,False,False,rejected
ths000363,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00036306,0.6297,63,77,0.8182,0.4388,True,20.2673,154,154,1.0000,0.3259,False,False,rejected
ths000363,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00036313,7.6104,77,77,1.0000,0.7468,False,22.1144,154,154,1.0000,0.4223,False,False,rejected
ths000411,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00041100,0.5291,39,78,0.5000,0.6135,False,18.6881,156,156,1.0000,0.8249,False,False,rejected
ths000411,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00041105,0.9969,58,78,0.7436,0.5794,False,15.8502,156,156,1.0000,0.2483,False,False,rejected
ths000411,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00041110,0.9520,55,78,0.7051,0.6384,False,19.6924,156,156,1.0000,0.5358,False,False,rejected
ths000441,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00044104,0.7175,9,74,0.1216,0.7346,False,17.6184,148,148,1.0000,0.2052,False,False,rejected
ths000441,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00044106,5.1369,74,74,1.0000,0.5313,False,19.7573,148,148,1.0000,0.2792,False,False,rejected
ths000441,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00044113,0.9730,17,74,0.2297,0.6309,False,16.3287,148,148,1.0000,0.2314,False,False,rejected
ths000473,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00047300,0.9950,73,77,0.9481,0.6765,True,15.3250,154,154,1.0000,0.2216,False,False,rejected
ths000473,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00047314,1.1649,49,77,0.6364,0.7398,False,15.6837,154,154,1.0000,0.2622,False,False,rejected
ths000473,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00047315,0.8106,69,77,0.8961,0.6521,True,16.2399,154,154,1.0000,0.2525,False,False,rejected
ths000488,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00048800,1.0887,75,87,0.8621,0.6708,True,13.4612,174,174,1.0000,0.1518,False,False,rejected
ths000488,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00048804,12.0144,87,87,1.0000,0.6542,False,26.2431,174,174,1.0000,0.8158,False,False,rejected
ths000488,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00048811,0.8400,4,87,0.0460,0.3352,False,16.3815,174,174,1.0000,0.1415,False,False,rejected
ths000491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00049104,0.4700,17,73,0.2329,0.6310,False,15.4442,146,146,1.0000,0.3924,False,False,rejected
ths000491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00049105,0.7124,26,73,0.3562,0.6047,False,0.0210,3,146,0.0205,0.3039,False,False,rejected
ths000491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00049115,0.7317,56,75,0.7467,0.6811,False,14.9085,150,150,1.0000,0.4045,False,False,rejected
ths000507,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00050701,1.2204,25,80,0.3125,0.6536,False,16.7671,160,160,1.0000,0.2540,False,False,rejected
ths000507,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00050708,9.4235,80,80,1.0000,0.4767,False,20.4351,160,160,1.0000,0.2363,False,False,rejected
ths000507,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00050711,0.6511,72,80,0.9000,0.7335,True,17.9976,160,160,1.0000,0.3216,False,False,rejected
ths000510,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00051003,0.6976,51,80,0.6375,0.5935,False,19.9695,160,160,1.0000,0.1721,False,False,rejected
ths000510,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00051006,1.0359,72,80,0.9000,0.6256,True,19.3457,160,160,1.0000,0.1824,False,False,rejected
ths000510,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00051007,0.4995,4,80,0.0500,0.4995,False,23.2182,160,160,1.0000,0.4482,False,False,rejected
ths000576,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00057600,15.2684,80,80,1.0000,0.4274,False,23.8022,160,160,1.0000,0.2230,False,False,rejected
ths000576,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00057601,15.5325,80,80,1.0000,0.4606,False,23.5368,160,160,1.0000,0.2299,False,False,rejected
ths000576,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00057605,15.6118,80,80,1.0000,0.7251,False,25.2792,160,160,1.0000,0.1701,False,False,rejected
ths000603,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00060306,0.8245,66,85,0.7765,0.6457,False,18.4177,170,170,1.0000,0.2957,False,False,rejected
ths000603,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00060307,0.3371,16,84,0.1905,0.6480,False,22.2063,168,168,1.0000,0.6518,False,False,rejected
ths000603,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00060308,1.0176,61,84,0.7262,0.5889,False,18.1395,168,168,1.0000,0.1698,False,False,rejected
ths000626,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00062604,0.9177,61,76,0.8026,0.5665,True,19.5243,152,152,1.0000,0.2921,False,False,rejected
ths000626,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00062606,0.7303,49,76,0.6447,0.6653,False,22.4739,152,152,1.0000,0.4969,False,False,rejected
ths000626,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00062615,0.9232,60,76,0.7895,0.5460,False,22.5491,152,152,1.0000,0.5047,False,False,rejected
ths000630,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00063000,0.6812,72,72,1.0000,0.6810,True,17.6551,144,144,1.0000,0.1765,False,False,rejected
ths000630,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00063003,1.1310,62,72,0.8611,0.6618,True,16.8170,144,144,1.0000,0.2186,False,False,rejected
ths000630,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00063013,0.9583,52,72,0.7222,0.5113,False,21.6075,144,144,1.0000,0.4607,False,False,rejected
ths000648,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00064801,0.7800,34,71,0.4789,0.5887,False,18.8437,142,142,1.0000,0.1603,False,False,rejected
ths000648,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00064803,0.8599,55,71,0.7746,0.6278,False,17.4798,142,142,1.0000,0.2749,False,False,rejected
ths000648,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00064814,1.0288,44,71,0.6197,0.7034,False,15.8480,142,142,1.0000,0.6321,False,False,rejected
ths000706,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00070600,1.2221,40,83,0.4819,0.5932,False,15.9971,166,166,1.0000,0.1944,False,False,rejected
ths000706,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00070605,17.8953,83,83,1.0000,0.7816,False,17.3110,166,166,1.0000,0.4013,False,False,rejected
ths000706,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00070608,32.6763,83,83,1.0000,0.8769,False,17.2850,166,166,1.0000,0.3367,False,False,rejected
ths000766,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00076602,1.1190,45,74,0.6081,0.5978,False,18.2989,148,148,1.0000,0.2335,False,False,rejected
ths000766,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00076604,1.0243,28,74,0.3784,0.4300,False,24.9711,148,148,1.0000,0.5471,False,False,rejected
ths000766,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00076607,0.9176,23,74,0.3108,0.5311,False,17.6304,148,148,1.0000,0.3798,False,False,rejected
ths000784,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00078403,0.6470,34,69,0.4928,0.5732,False,16.7972,138,138,1.0000,0.3069,False,False,rejected
ths000784,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00078405,0.6281,27,69,0.3913,0.6445,False,15.9177,138,138,1.0000,0.2225,False,False,rejected
ths000784,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00078411,0.9448,15,69,0.2174,0.6035,False,13.7712,138,138,1.0000,0.3025,False,False,rejected
ths000845,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00084510,0.9036,47,83,0.5663,0.5699,False,0.0715,3,166,0.0181,0.3854,False,False,rejected
ths000845,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00084513,0.4814,22,83,0.2651,0.5368,False,20.1304,166,166,1.0000,0.2808,False,False,rejected
ths000845,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00084514,0.4657,33,83,0.3976,0.6030,False,15.6006,166,166,1.0000,0.4631,False,False,rejected
ths000855,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00085500,1.1113,36,75,0.4800,0.6272,False,19.0556,150,150,1.0000,0.1433,False,False,rejected
ths000855,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00085501,0.2001,11,75,0.1467,0.5468,False,20.4390,150,150,1.0000,0.2782,False,False,rejected
ths000855,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00085503,0.9374,7,75,0.0933,0.6089,False,18.4382,150,150,1.0000,0.1815,False,False,rejected
ths000892,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00089201,0.8659,28,76,0.3684,0.5357,False,18.5473,152,152,1.0000,0.2812,False,False,rejected
ths000892,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00089206,0.9614,38,76,0.5000,0.5311,False,17.1826,152,152,1.0000,0.6812,False,False,rejected
ths000892,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00089214,1.0551,66,76,0.8684,0.5271,True,20.1923,152,152,1.0000,0.2889,False,False,rejected
thx003093,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00309301,0.5770,80,112,0.7143,0.6785,False,16.7389,224,224,1.0000,0.1698,False,False,rejected
thx003093,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00309302,0.5871,86,112,0.7679,0.7448,False,19.4723,224,224,1.0000,0.2137,False,False,rejected
thx003093,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00309313,0.6695,75,112,0.6696,0.6520,False,20.8468,224,224,1.0000,0.1794,False,False,rejected
thx003294,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00329403,0.9744,95,129,0.7364,0.6847,False,0.9685,8,258,0.0310,0.2897,False,False,rejected
thx003294,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00329408,0.4304,3,129,0.0233,0.5284,False,19.9469,258,258,1.0000,0.2648,False,False,rejected
thx003294,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00329410,14.0459,129,129,1.0000,0.5285,False,23.4128,258,258,1.0000,0.4503,False,False,rejected
thx003328,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00332801,8.7510,127,127,1.0000,0.6198,False,0.7622,3,254,0.0118,0.2763,False,False,rejected
thx003328,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00332809,0.8432,101,127,0.7953,0.7553,False,15.9634,254,254,1.0000,0.2647,False,False,rejected
thx003328,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00332813,0.9838,99,127,0.7795,0.7054,False,16.0248,254,254,1.0000,0.2648,False,False,rejected
thx003457,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00345709,0.7234,77,112,0.6875,0.8049,False,17.0585,224,224,1.0000,0.2374,False,False,rejected
thx003457,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00345710,0.8045,73,112,0.6518,0.8264,False,15.8184,224,224,1.0000,0.2277,False,False,rejected
thx003457,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00345713,0.7880,79,112,0.7054,0.8455,False,17.2615,224,224,1.0000,0.2238,False,False,rejected
thx003476,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00347600,0.3505,9,139,0.0647,0.5873,False,20.0768,278,278,1.0000,0.2914,False,False,rejected
thx003476,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00347609,0.9057,36,139,0.2590,0.5069,False,14.8562,278,278,1.0000,0.1517,False,False,rejected
thx003476,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00347610,1.0430,21,139,0.1511,0.6137,False,0.5730,18,278,0.0647,0.2237,False,False,rejected
thx003721,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00372101,0.9502,8,124,0.0645,0.5985,False,22.6050,248,248,1.0000,0.1952,False,False,rejected
thx003721,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00372102,13.2505,124,124,1.0000,0.6484,False,28.1028,248,248,1.0000,0.2249,False,False,rejected
thx003721,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00372114,0.5993,54,124,0.4355,0.6002,False,21.7402,248,248,1.0000,0.5235,False,False,rejected
thx003815,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00381505,0.7126,99,124,0.7984,0.7097,False,18.5424,248,248,1.0000,0.1824,False,False,rejected
thx003815,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00381513,1.0520,68,124,0.5484,0.3939,False,19.5183,248,248,1.0000,0.2488,False,False,rejected
thx003815,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thxlarge,thx00381515,0.7257,98,124,0.7903,0.6276,False,18.3599,248,248,1.0000,0.1342,False,False,rejected
